_id,protected_or_non_protected,current_business_name,researched_business_name,current_address,researched_address,current_phone,researched_phone,current_website,researched_website,current_category_fields,proposed_category_fields,operating_status,duplicate_status,matched_existing_record_id,source_url_1,source_url_2,evidence_summary,confidence,current_exclusion_reason,fixes_required,approval_ready,manual_review_required,projected_public_search_eligibility,date_researched,protected_live_eligibility_before,business_name_missing_before,identified_missing_name,inferred_name_method,inferred_name_confidence,category_inference_confidence,exact_phone,exact_website_domain,normalized_address_key,alias_or_slug,raw_snapshot_hash,identity_evidence_count,strong_identity_evidence_count,has_officialish_source
"67c9ead1818d604b84e5a607","non-protected","Reds Flavor Table Breakfast Take Out Inglewood","Reds Flavor Table Breakfast Take Out Inglewood","254 N Market St Inglewood, CA 90301, CA","254 N Market St Inglewood, CA 90301","424-331-5000","4243315000","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73df01d08a04e139a9ea6","","","address:254 N Market St Inglewood, CA 90301 | phone:424-331-5000 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","4243315000","","","reds-flavor-table-breakfast-take-out-inglewood","16b97a190458ce87d90305ca44ff8c05cd3b4205","3","2","false"
"67c9ead1818d604b84e5a46d","non-protected","The Londoner By Anthony Morrison Hermosa Beach 2","The Londoner By Anthony Morrison Hermosa Beach 2","1049 Aviation Blvd, Hermosa Beach, CA 90254, Hermosa Beach, CA","1049 Aviation Blvd, Hermosa Beach, CA 90254","13107982672","3107982672","","","{""category"":""Beauty"",""categories"":""Hair Salons"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":""Beauty"",""categories"":""Hair Salons"",""display_categories"":""Beauty, Grooming and Personal Care""}","pending","exact duplicate","67f73dec1d08a04e139a9a93","","","address:1049 Aviation Blvd, Hermosa Beach, CA 90254 | phone:13107982672 | description:Hair Salons | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_address","verified","duplicate","deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","3107982672","","1049 aviation blvd hermosa beach ca 90254|hermosa beach|ca","the-londoner-by-anthony-morrison-hermosa-beach-2","176ec9e810484133dd91f02e59fe7c8726bafeae","3","2","false"
"67c9ead1818d604b84e5a4ec","non-protected","","","2524 10th Ave Los Angeles, CA 90018, CA","2524 10th Ave Los Angeles, CA 90018","","","","","{""category"":null,""categories"":""Shopping"",""display_categories"":""Shopping""}","{""category"":null,""categories"":""Shopping"",""display_categories"":""Shopping and Retail""}","pending","none","","","","address:2524 10th Ave Los Angeles, CA 90018 | description:The use of rocks and stones, wood, seashells and plants gives Len Brown’s handmade unisex bracelets and necklaces a chunky, hewn-from-nature vibe. Prices at the | category:Shopping","unresolved","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","true","false","","","high","","","","","32f8b3e70846f60707e637c51f356844785c0ec3","1","1","false"
"67c9ead1818d604b84e5a4ed","non-protected","Bai Blooms","Bai Blooms","8950 W Olympic Blvd #293 Beverly Hills, CA 90211, CA","8950 W Olympic Blvd #293 Beverly Hills, CA 90211","","","","","{""category"":null,""categories"":""Florist"",""display_categories"":""Shopping""}","{""category"":null,""categories"":""Florist"",""display_categories"":""Shopping and Retail""}","pending","none","","","","address:8950 W Olympic Blvd #293 Beverly Hills, CA 90211 | description:BIA BLOOMS (florist – monthly arrangements) | category:Shopping | name_inference:existing","medium","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","","","","","e30446295e79421d1752e831c1805eacfff06782","2","1","false"
"67c9ead1818d604b84e5a504","non-protected","Charli Beauty Bar Los Angeles","Charli Beauty Bar Los Angeles","5074 West Pico Blvd Los Angeles, CA 90019, CA","5074 West Pico Blvd Los Angeles, CA 90019","424-258-0267","4242580267","","","{""category"":null,""categories"":""Beauty, Grooming and Personal Care"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":null,""categories"":""Beauty, Grooming and Personal Care"",""display_categories"":""Beauty, Grooming and Personal Care""}","approved","exact duplicate","67f73dec1d08a04e139a9db2","","","address:5074 West Pico Blvd Los Angeles, CA 90019 | phone:424-258-0267 | description:CharLi Beauty Bar Licensed esthetician CharLi Taylor offers body waxing, eyelash extensions, facials and more. 5074 W. Pico Blvd., Los Angeles, (424) 258-0267,  | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","4242580267","","","charli-beauty-bar-los-angeles","5d5793186d742cb98b26860e0b39dbabf2b31460","3","2","false"
"67c9ead1818d604b84e5a565","non-protected","Island Reggae Kitchen Gardena","Island Reggae Kitchen Gardena","14426 Crenshaw Blvd Gardena, CA 90249, CA","14426 Crenshaw Blvd Gardena, CA 90249","310-515-6869","3105156869","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","approved","exact duplicate","67f73dec1d08a04e139a9e0b","","","address:14426 Crenshaw Blvd Gardena, CA 90249 | phone:310-515-6869 | description:Island Reggae Kitchen, 14426 Crenshaw Blvd., Gardena, (310) 515-6869 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","3105156869","","","island-reggae-kitchen-gardena","b15501382f820c1f5b6d54c7a5af07bf57b8554d","3","2","false"
"67c9ead1818d604b84e5a580","non-protected","","","11218 La Maida St North Hollywood, CA 91601, CA","11218 La Maida St North Hollywood, CA 91601","","","","","{""category"":null,""categories"":""Gym, Fitness Health and Wellness"",""display_categories"":""Gym, Fitness Health and Wellness""}","{""category"":null,""categories"":""Gym, Fitness Health and Wellness"",""display_categories"":""Gym, Fitness Health and Wellness""}","pending","none","","","","address:11218 La Maida St North Hollywood, CA 91601 | description:The North Hollywood artist creates functional and decorative pottery out of Xiem Clay Center in Pasadena. etsy.com/shop/claybykimberleigh | category:Gym, Fitness Health and Wellness","unresolved","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","true","false","","","","","","","","7c4674b6d981aed3da763de66aab0de2aded9e36","1","1","false"
"67c9ead1818d604b84e5a5bc","non-protected","Messob Ethiopian Restaurant Los Angeles","Messob Ethiopian Restaurant Los Angeles","1041 S Fairfax Ave Los Angeles, CA 90019, CA","1041 S Fairfax Ave Los Angeles, CA 90019","323-938-8827","3239388827","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73df01d08a04e139a9e6d","","","address:1041 S Fairfax Ave Los Angeles, CA 90019 | phone:323-938-8827 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","3239388827","","","messob-ethiopian-restaurant-los-angeles","4fdc3f982e5cd3980b7cd756efcc344cfcd2ce57","3","2","false"
"67c9ead1818d604b84e5a5e4","non-protected","Patria Coffee Roasters Compton 2","Patria Coffee Roasters Compton 2","108 N Alameda St E Compton, CA 90221, CA","108 N Alameda St E Compton, CA 90221","323-513-4865","3235134865","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73df01d08a04e139a9ea7","","","address:108 N Alameda St E Compton, CA 90221 | phone:323-513-4865 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","3235134865","","","patria-coffee-roasters-compton-2","56c55cbec577b22d935dac017795b77768539cb9","3","2","false"
"67c9ead1818d604b84e5a478","non-protected","Taylor Rose Hair Studio West Hollywood","Taylor Rose Hair Studio West Hollywood","7739 1/2 Santa Monica Blvd, West Hollywood, CA 90046, West Hollywood, CA","7739 1/2 Santa Monica Blvd, West Hollywood, CA 90046","13236540084","3236540084","","","{""category"":""Beauty"",""categories"":""Hair Extensions, Eyelash Service, Waxing"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":""Beauty"",""categories"":""Hair Extensions, Eyelash Service, Waxing"",""display_categories"":""Beauty, Grooming and Personal Care""}","approved","exact duplicate","67f73dec1d08a04e139a9d30","","","address:7739 1/2 Santa Monica Blvd, West Hollywood, CA 90046 | phone:13236540084 | description:Hair Extensions, Eyelash Service, Waxing | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","3236540084","","7739 1 2 santa monica blvd west hollywood ca 90046|west hollywood|ca","taylor-rose-hair-studio-west-hollywood","08899351ff08613fc13bfe44128de9f8d70d6464","3","2","false"
"67c9ead1818d604b84e5a480","non-protected","Veenus Beauty Lounge La Habra","Veenus Beauty Lounge La Habra","1626 W Whittier Blvd, La Habra, CA 90631, La Habra, CA","1626 W Whittier Blvd, La Habra, CA 90631","15626912700","5626912700","","","{""category"":""Beauty"",""categories"":""Hair Salons, Makeup Artists, Eyelash Service"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":""Beauty"",""categories"":""Hair Salons, Makeup Artists, Eyelash Service"",""display_categories"":""Beauty, Grooming and Personal Care""}","approved","exact duplicate","67f73dec1d08a04e139a9d24","","","address:1626 W Whittier Blvd, La Habra, CA 90631 | phone:15626912700 | description:Hair Salons, Makeup Artists, Eyelash Service | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","5626912700","","1626 w whittier blvd la habra ca 90631|la habra|ca","veenus-beauty-lounge-la-habra","a604a6eb4e1ef8bbf3aacd6d044b9236a2c00bd4","3","2","false"
"67c9ead1818d604b84e5a4a6","non-protected","2Nd Healthy Eatery Bellflower","2Nd Healthy Eatery Bellflower","16203 Clark Ave Ste A Bellflower, CA 90706, CA","16203 Clark Ave Ste A Bellflower, CA 90706","562-281-9374","5622819374","","","{""category"":""Restaurants"",""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":""Restaurants"",""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73dec1d08a04e139a9d4c","","","address:16203 Clark Ave Ste A Bellflower, CA 90706 | phone:562-281-9374 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","5622819374","","","2nd-healthy-eatery-bellflower","bac4746073ab2ed7f79220f530053ef2e9547d5b","3","2","false"
"67c9ead1818d604b84e5a4b1","non-protected","Aduke Nigerian Cuisine Inglewood 3","Aduke Nigerian Cuisine Inglewood 3","1117 W Manchester Blvd Ste C Inglewood, CA 90301, CA","1117 W Manchester Blvd Ste C Inglewood, CA 90301","213-261-0737","2132610737","","","{""category"":""Restaurants"",""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":""Restaurants"",""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73dec1d08a04e139a9d5c","","","address:1117 W Manchester Blvd Ste C Inglewood, CA 90301 | phone:213-261-0737 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","2132610737","","","aduke-nigerian-cuisine-inglewood-3","e616c737563caaa6b44fdc7e8eebbb9e36511191","3","2","false"
"67c9ead1818d604b84e5a50e","non-protected","Chipper And Cheeky Los Angeles","Chipper And Cheeky Los Angeles","Los Angeles, CA 91353, CA","Los Angeles, CA 91353","661-537-3753","6615373753","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73dec1d08a04e139a9db1","","","address:Los Angeles, CA 91353 | phone:661-537-3753 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","6615373753","","","chipper-and-cheeky-los-angeles","a62a441015587cc8e73d44c789e0c94d42ad9f46","3","2","false"
"67c9ead1818d604b84e5a547","non-protected","Fresh And Meaty Burgers Los Angeles 4","Fresh And Meaty Burgers Los Angeles 4","3016 W Florence Ave Los Angeles, CA 90043, CA","3016 W Florence Ave Los Angeles, CA 90043","323-751-2247","3237512247","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","approved","exact duplicate","67f73dec1d08a04e139a9de4","","","address:3016 W Florence Ave Los Angeles, CA 90043 | phone:323-751-2247 | description:Ste. 107, Carson, (424) 536-3046, | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","3237512247","","","fresh-and-meaty-burgers-los-angeles-4","df0df6842508625e9c6cd3c4e92871b9717398c8","3","2","false"
"67c9ead1818d604b84e5a55d","non-protected","Hyperion Public Los Angeles 5","Hyperion Public Los Angeles 5","2538 Hyperion Ave Los Angeles, CA 90027, CA","2538 Hyperion Ave Los Angeles, CA 90027","323-761-6440","3237616440","","","{""category"":null,""categories"":""Nightlife"",""display_categories"":""Nightlife""}","{""category"":null,""categories"":""Nightlife"",""display_categories"":""Nightlife""}","approved","exact duplicate","67f73dec1d08a04e139a9e07","","","address:2538 Hyperion Ave Los Angeles, CA 90027 | phone:323-761-6440 | description:Hyperion Public, 2538 Hyperion Ave., Los Angeles, (323) 761-6440, | category:Nightlife | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","","3237616440","","","hyperion-public-los-angeles-5","dd520446ce33860487a9b59f4ea459c525b9023f","3","2","false"
"67c9ead1818d604b84e5a569","non-protected","Jaliz Cuisine Of East Africa Van Nuys 2","Jaliz Cuisine Of East Africa Van Nuys 2","14747 Kittridge St Van Nuys, CA 91405, CA","14747 Kittridge St Van Nuys, CA 91405","818-571-2188","8185712188","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73dec1d08a04e139a9e14","","","address:14747 Kittridge St Van Nuys, CA 91405 | phone:818-571-2188 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","8185712188","","","jaliz-cuisine-of-east-africa-van-nuys-2","d0ac9cd6d9e92b1c8a8fab0ab72b0c3bfa535224","3","2","false"
"67c9ead1818d604b84e5a593","non-protected","Lee Esthers Creole And Cajun Cooking Palmdale","Lee Esthers Creole And Cajun Cooking Palmdale","830 1/2 E Ave Q6 Palmdale, CA 93550, CA","830 1/2 E Ave Q6 Palmdale, CA 93550","661-266-0000","6612660000","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73dec1d08a04e139a9e38","","","address:830 1/2 E Ave Q6 Palmdale, CA 93550 | phone:661-266-0000 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","6612660000","","","lee-esthers-creole-and-cajun-cooking-palmdale","8234db560acf3b947520a3683bae42d143f0458a","3","2","false"
"67c9ead1818d604b84e5a639","non-protected","Swift Cafe Los Angeles","Swift Cafe Los Angeles","4279 1/2 Crenshaw Blvd Los Angeles, CA 90008, CA","4279 1/2 Crenshaw Blvd Los Angeles, CA 90008","323-815-4418","3238154418","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73df01d08a04e139a9ee5","","","address:4279 1/2 Crenshaw Blvd Los Angeles, CA 90008 | phone:323-815-4418 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","3238154418","","","swift-cafe-los-angeles","ccda881e81dd47924d7a0249500214b5337a59eb","3","2","false"
"67c9ead1818d604b84e5a63a","non-protected","Sweet Red Peach Inglewood 2","Sweet Red Peach Inglewood 2","1035 S Prairie Ave Unit 2 Inglewood, CA 90301, CA","1035 S Prairie Ave Unit 2 Inglewood, CA 90301","310-671-2253","3106712253","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","exact duplicate","67f73df01d08a04e139a9ee2","","","address:1035 S Prairie Ave Unit 2 Inglewood, CA 90301 | phone:310-671-2253 | category:Restaurants | name_inference:existing | duplicate:exact duplicate:exact_phone+exact_alias_or_slug","verified","duplicate","add description; normalize address fields; deduplicate before approval","false","false","false","2026-06-21","false","false","false","existing","verified","high","3106712253","","","sweet-red-peach-inglewood-2","3fd5550a561df1d4d563da6c8bed4d9d146a071f","3","2","false"
