workspace,branch,latest_runtime_checkpoint_sha,current_git_head_verified_live_during_session,working_tree_status,staged_status,file_action,relative_path,previous_path,created_by_recovery,currently_modified,committed,commit_sha,workstream,purpose,validation,classification,intended_for_canonical_product,needs_review,notes
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,docs/audit-evidence/2026-05-07-093558-controlled-launch-verification/07-desktop-winner-page2.html,,no,yes,no,,audit,preserved audit artifact,,AUDIT_EVIDENCE,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,docs/audit-evidence/2026-05-07-093558-controlled-launch-verification/07-mobile-winner-page1.html,,no,yes,no,,audit,preserved audit artifact,,AUDIT_EVIDENCE,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,docs/audit-evidence/2026-05-07-093558-controlled-launch-verification/07-mobile-winner-page2.html,,no,yes,no,,audit,preserved audit artifact,,AUDIT_EVIDENCE,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,docs/audit-evidence/2026-06-17-directory-category-backfill/approved-display-categories-candidates.json,,no,yes,no,,audit,preserved audit artifact,,AUDIT_EVIDENCE,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,18239e685ab3557f6c39ce9f20bc68dcd315344c,18239e685ab3557f6c39ce9f20bc68dcd315344c,M,,modified,docs/BLACK_OPEN_DEFECTS_AND_CLOSURE_QUEUE.md,,no,yes,no,,documentation,"status, ledger, or recovery documentation","updated on 2026-08-10 after DA-04 closure and queue rollover to DA-12",DOCUMENTATION,yes,yes,"Reflects runtime checkpoint 18239e6, DA-04 and BWE-01 complete, DA-12 as the next non-blocked lane, reconciled production-auth status as not yet currently verified, `/default-image.jpg` fallback, three legitimate marketplace products, and BWE-10/BWE-13 as external proofs only."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,18239e685ab3557f6c39ce9f20bc68dcd315344c,18239e685ab3557f6c39ce9f20bc68dcd315344c,M,,modified,docs/BWE_MASTER_TASK_LIST.md,,no,yes,no,,documentation,"status, ledger, or recovery documentation","updated on 2026-08-10 after DA-04 closure and queue rollover to DA-12",DOCUMENTATION,yes,yes,"CURRENT SESSION HANDOFF now records DA-04 and BWE-01 complete, the next non-blocked lane as DA-12, localhost 3000/PID 6106, and no change to the external-blocker status of BWE-10 or BWE-13."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,ccf1172667c54d8aa0c4d87fd14111b40e163259,ccf1172667c54d8aa0c4d87fd14111b40e163259,M,,modified,docs/CURRENT_BUILD_ALL_WORKSTREAMS_STATUS.md,,no,yes,no,,documentation,"status, ledger, or recovery documentation","updated on 2026-08-10 to reconcile the production auth/session lane back to not-currently-verified current evidence",DOCUMENTATION,yes,yes,"Preserves the historical audit while removing the unsupported current OPEN DEFECT classification until fresh reproduction exists."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,18239e685ab3557f6c39ce9f20bc68dcd315344c,18239e685ab3557f6c39ce9f20bc68dcd315344c,untracked,?,untracked,docs/recovery/BWE_COMPLETE_FILE_MANIFEST_CURRENT.csv,,yes,no,no,,documentation,current dirty-tree manifest ledger,"updated on 2026-08-10 after DA-04 closure to preserve the current canonical state with no unresolved runtime follow-through files from the recent public-surface bundle",DOCUMENTATION,yes,yes,"Manifest rows below preserve the post-18239e6 DA-04 closure state without resetting or broadly staging the working tree."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,18239e685ab3557f6c39ce9f20bc68dcd315344c,18239e685ab3557f6c39ce9f20bc68dcd315344c,clean,,committed,scripts/runtime-proof-da04-onboarding.mjs,,no,no,yes,18239e685ab3557f6c39ce9f20bc68dcd315344c,DA-04/account-onboarding,disposable onboarding role proof,"localhost validation on 2026-08-10: node scripts/runtime-proof-da04-onboarding.mjs pass; verifies signup session, /api/auth/me role resolution, signup continuation route, and default login destination for user/business/seller/employer",LOCAL_PROOF,yes,no,"Provides canonical reusable proof coverage for DA-04 and BWE-01 without mutating production data and cleans up the disposable local records after execution."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,fffec5d1327ce6bb292390c60ed5cf90feb0fe08,fffec5d1327ce6bb292390c60ed5cf90feb0fe08,clean,,committed,src/pages/api/auth/signup.ts,,no,no,yes,fffec5d1327ce6bb292390c60ed5cf90feb0fe08,DA-09/offer-alignment,signup welcome message truth-copy alignment,"localhost validation on 2026-08-09: npm run typecheck pass; npm run runtime:check pass; npm run check:critical-paths pass; marketplace products remain 3; sponsor surfaces remain healthy; claim terminology preserved",ACTIVE_APPLICATION_SOURCE,yes,no,"Closed the remaining DA-09 runtime bundle by replacing the exaggerated marketplace promise with factual live-catalog language."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,832d09461d606b3da4a876d9e043441bc61d56ee,832d09461d606b3da4a876d9e043441bc61d56ee,clean,,committed,src/components/footer.tsx,,no,no,yes,832d09461d606b3da4a876d9e043441bc61d56ee,DA-07/founder-trust,public footer founder-led identity alignment,"localhost validation on 2026-08-10: npm run typecheck pass; npm run runtime:check pass; npm run check:critical-paths pass; Playwright public-page pass; marketplace products remain 3; sponsor surfaces remain healthy; claim terminology preserved",ACTIVE_APPLICATION_SOURCE,yes,no,"Adds the canonical platform descriptor and founder identification to the public footer without disturbing validated sponsor, marketplace, fallback, or claim flows."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,ccf1172667c54d8aa0c4d87fd14111b40e163259,ccf1172667c54d8aa0c4d87fd14111b40e163259,clean,,committed,src/pages/about.tsx,,no,no,yes,ccf1172667c54d8aa0c4d87fd14111b40e163259,DA-10/claim-content,public about page claim-first strategy alignment,"localhost validation on 2026-08-10: npm run typecheck pass; npm run runtime:check pass; npm run check:critical-paths pass; /about returns 200 and renders Current Execution Focus",ACTIVE_APPLICATION_SOURCE,yes,no,"Extends the founder-trust baseline by explicitly stating the 70/20/10 claim-first strategy without changing claim terminology or runtime flow behavior."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,832d09461d606b3da4a876d9e043441bc61d56ee,832d09461d606b3da4a876d9e043441bc61d56ee,clean,,committed,src/pages/contact.tsx,,no,no,yes,832d09461d606b3da4a876d9e043441bc61d56ee,DA-07/founder-trust,contact-route founder-led company identity alignment,"localhost validation on 2026-08-10: Playwright public-page pass on /contact with correct founder-led identity copy and no failed requests",ACTIVE_APPLICATION_SOURCE,yes,no,"Clarifies that contact requests route to a founder-led for-profit platform and keeps the support/contact path factual."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,ccf1172667c54d8aa0c4d87fd14111b40e163259,ccf1172667c54d8aa0c4d87fd14111b40e163259,clean,,committed,src/pages/founding-principle.tsx,,no,no,yes,ccf1172667c54d8aa0c4d87fd14111b40e163259,DA-10/claim-content,founding principle claim-first strategy alignment,"localhost validation on 2026-08-10: npm run typecheck pass; npm run runtime:check pass; npm run check:critical-paths pass; /founding-principle returns 200 and renders Current 70/20/10 Public Strategy",ACTIVE_APPLICATION_SOURCE,yes,no,"Keeps the founder-led trust framing while adding the current claim-focused public strategy and preserving realistic platform language."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,ccf1172667c54d8aa0c4d87fd14111b40e163259,ccf1172667c54d8aa0c4d87fd14111b40e163259,clean,,committed,src/pages/index.tsx,,no,no,yes,ccf1172667c54d8aa0c4d87fd14111b40e163259,DA-10/claim-content,homepage claim-first strategy band,"localhost validation on 2026-08-10: npm run typecheck/runtime:check/check:critical-paths pass; / returns 200 and renders Current 70 / 20 / 10 focus; marketplace products remain 3; sponsor surfaces remain healthy; claim terminology preserved",ACTIVE_APPLICATION_SOURCE,yes,no,"Adds explicit 70/20/10 claim-first strategy language to the homepage while preserving the DA-07 founder-led trust layer and validated sponsor/marketplace behavior."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,ccf1172667c54d8aa0c4d87fd14111b40e163259,ccf1172667c54d8aa0c4d87fd14111b40e163259,clean,,committed,src/pages/join-the-mission.tsx,,no,no,yes,ccf1172667c54d8aa0c4d87fd14111b40e163259,DA-10/claim-content,join-the-mission strategy alignment,"localhost validation on 2026-08-10: npm run typecheck pass; npm run runtime:check pass; npm run check:critical-paths pass; /join-the-mission returns 200 after the strategy section was added",ACTIVE_APPLICATION_SOURCE,yes,no,"Aligns contributor-facing mission copy to the current 70/20/10 claim-first public strategy without changing application or outreach mechanics."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,832d09461d606b3da4a876d9e043441bc61d56ee,832d09461d606b3da4a876d9e043441bc61d56ee,clean,,committed,src/pages/support.tsx,,no,no,yes,832d09461d606b3da4a876d9e043441bc61d56ee,DA-07/founder-trust,support-center founder-led company identity alignment,"localhost validation on 2026-08-10: Playwright public-page pass on /support with correct founder-led identity copy and no failed requests",ACTIVE_APPLICATION_SOURCE,yes,no,"Adds concise founder-led platform identity to support surfaces without altering support routing or operations."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,9f7de64ef1431bae6d33b00394eefbb1af6842d8,9f7de64ef1431bae6d33b00394eefbb1af6842d8,clean,,committed,src/pages/black-business-websites.tsx,,no,no,yes,9f7de64ef1431bae6d33b00394eefbb1af6842d8,DA-08/brand-seo,public SEO and brand consistency runtime page,"localhost page validation on 2026-08-09: HTTP 200, title/meta/canonical/og/twitter correct; npm run typecheck pass; npm run runtime:check pass; npm run check:critical-paths pass",ACTIVE_APPLICATION_SOURCE,yes,no,"Closed the remaining DA-08 runtime bundle by aligning external resources page naming, canonical descriptor usage, and social metadata."
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,clean,,committed,src/pages/admin/business-approvals.tsx,,no,no,yes,b4f3e6ffdb0d061ddb218f0137ebdd1db4fbf584,application,application page source,focused admin proof pass on 2026-08-04: dashboard pending businesses 1633 matched queue API total 1633; business approvals page now shows 1-25 of 1633 with paging controls; npm run typecheck pass; node scripts/runtime-check.mjs pass,ACTIVE_APPLICATION_SOURCE,yes,no,Accepted focused canonical pagination/count repair for admin queue visibility.
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,founding_claims_platform_audit.mjs,,no,yes,no,,unclassified,preserved existing working-tree entry,,PRE_EXISTING_DIRTY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v3/src/lib/black-card-membership.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v3/src/pages/api/admin/black-card/digital-requests.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v3/src/pages/api/admin/challenge.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v3/src/pages/api/admin/support/[id].ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v3/src/pages/api/challenge/join.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v3/src/pages/api/founding-membership/status.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v4/src/lib/black-card-membership.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v4/src/pages/api/admin/black-card/digital-requests.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v4/src/pages/api/admin/challenge.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v4/src/pages/api/admin/support/[id].ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v4/src/pages/api/challenge/join.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_262e024_v4/src/pages/api/founding-membership/status.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/components/black-card/PremiumDigitalCard.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/components/challenge/ChallengeShareCard.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/components/dashboards/UserDashboard.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/lib/black-card-membership.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/lib/black-card-state.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/lib/businessSubmission.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/lib/db/courses.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/lib/directory/publicVisibility.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/lib/founding-membership.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/admin/black-card.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/admin/challenge.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/admin/directory-approvals.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/admin/founding-memberships.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/admin/subscriptions.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/admin/support/tickets.tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/admin/support/tickets/[id].tsx,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/api/admin/black-card/cards.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/api/admin/black-card/digital-requests.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/api/admin/challenge.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/api/admin/financial-class/repair.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/api/admin/founding-memberships.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
/Users/blackforge/workspace/bwe/repos/repo_clean,friday-release-candidate,0ccea48737dd2ff8d8b96bf7d00c59080e765161,c890bb30f410d7a9234aab017b4f965b39f11035,M,,modified,handoff_packages/handoff_final_integrated_53214e4_c284f8e_v2/src/pages/api/admin/get-directory-listings.ts,,no,yes,no,,handoff,handoff package copy,,HANDOFF_COPY,no,yes,
