file_name,change_type,repository_relative_path,absolute_directory,absolute_full_path,first_commit,last_commit,number_of_commits,current_status,category,rename_sources
businessAttribution.ts,A,src/lib/marketplace/businessAttribution.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/marketplace/businessAttribution.ts,665a1193d180d9c3c2bc79dda6bba8310d477416,665a1193d180d9c3c2bc79dda6bba8310d477416,1,tracked-present,library,
paymentLinkage.ts,M,src/lib/marketplace/paymentLinkage.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/marketplace/paymentLinkage.ts,665a1193d180d9c3c2bc79dda6bba8310d477416,665a1193d180d9c3c2bc79dda6bba8310d477416,1,tracked-present,library,
imageUploadValidation.ts,A,src/lib/security/imageUploadValidation.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/security,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/security/imageUploadValidation.ts,ea474652aafd5583a99ca77ac00db8226c447e87,ea474652aafd5583a99ca77ac00db8226c447e87,1,tracked-present,library,
lifecycle-tests.mjs,A,src/lib/studentHub/__tests__/lifecycle-tests.mjs,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/__tests__,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/__tests__/lifecycle-tests.mjs,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,1,tracked-present,library,
repository-tests.mjs,A,src/lib/studentHub/__tests__/repository-tests.mjs,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/__tests__,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/__tests__/repository-tests.mjs,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,1,tracked-present,library,
catalog.ts,A|M,src/lib/studentHub/catalog.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/catalog.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,8b3bf7e1a75cce14957622c317e0f331bf1ce358,2,tracked-present,library,
legacy.ts,A,src/lib/studentHub/legacy.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/legacy.ts,8b3bf7e1a75cce14957622c317e0f331bf1ce358,8b3bf7e1a75cce14957622c317e0f331bf1ce358,1,tracked-present,library,
lifecycle.ts,A,src/lib/studentHub/lifecycle.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/lifecycle.ts,8b3bf7e1a75cce14957622c317e0f331bf1ce358,8b3bf7e1a75cce14957622c317e0f331bf1ce358,1,tracked-present,library,
public.ts,A,src/lib/studentHub/public.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/public.ts,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,1,tracked-present,library,
repository.ts,A,src/lib/studentHub/repository.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/repository.ts,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,1,tracked-present,library,
_app.tsx,M,src/pages/_app.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/_app.tsx,a5dfc666af83783ce815d81121f55bb0f674c21b,a5dfc666af83783ce815d81121f55bb0f674c21b,1,tracked-present,page,
business-approvals.tsx,M,src/pages/admin/business-approvals.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin/business-approvals.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,c996a1b4d5b02b3b9dcfa65c245d234462072065,1,tracked-present,page,
claim-verification.tsx,M,src/pages/admin/claim-verification.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin/claim-verification.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,c996a1b4d5b02b3b9dcfa65c245d234462072065,1,tracked-present,page,
dashboard.tsx,M,src/pages/admin/dashboard.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin/dashboard.tsx,b91b90c7076fe6477026c617fa11871dc644abbe,b91b90c7076fe6477026c617fa11871dc644abbe,1,tracked-present,page,
student-hub.tsx,A|M,src/pages/admin/student-hub.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin/student-hub.tsx,38d16818aae72507217968f750d26b2e66fcfe03,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,page,
dashboard-stats.ts,M,src/pages/api/admin/dashboard-stats.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin/dashboard-stats.ts,55b539c979ac7c737f2c40bb82fa4f1c095b6a8d,55b539c979ac7c737f2c40bb82fa4f1c095b6a8d,1,tracked-present,api-route,
student-hub.ts,A|M,src/pages/api/admin/student-hub.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin/student-hub.ts,38d16818aae72507217968f750d26b2e66fcfe03,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,api-route,
me.ts,M,src/pages/api/auth/me.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/auth,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/auth/me.ts,c7ecbc38d54ba45c00c60af152820a3e7d89c73a,c7ecbc38d54ba45c00c60af152820a3e7d89c73a,1,tracked-present,api-route,
create.ts,M,src/pages/api/business/create.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/business,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/business/create.ts,c996a1b4d5b02b3b9dcfa65c245d234462072065,c996a1b4d5b02b3b9dcfa65c245d234462072065,1,tracked-present,api-route,
media.ts,M,src/pages/api/business/media.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/business,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/business/media.ts,ea474652aafd5583a99ca77ac00db8226c447e87,ea474652aafd5583a99ca77ac00db8226c447e87,1,tracked-present,api-route,
generate.ts,M,src/pages/api/certificates/generate.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/certificates,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/certificates/generate.ts,c7ea4fff7451348d801bc969e3c8126c7f8738e9,c7ea4fff7451348d801bc969e3c8126c7f8738e9,1,tracked-present,api-route,
enroll.ts,M,src/pages/api/courses/enroll.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/courses,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/courses/enroll.ts,c7ea4fff7451348d801bc969e3c8126c7f8738e9,c7ea4fff7451348d801bc969e3c8126c7f8738e9,1,tracked-present,api-route,
internships.ts,A|M,src/pages/api/feeds/internships.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/feeds,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/feeds/internships.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,api-route,
scholarships.ts,A|M,src/pages/api/feeds/scholarships.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/feeds,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/feeds/scholarships.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,api-route,
evidence.ts,M,src/pages/api/founding-membership/evidence.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/founding-membership,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/founding-membership/evidence.ts,c996a1b4d5b02b3b9dcfa65c245d234462072065,c996a1b4d5b02b3b9dcfa65c245d234462072065,1,tracked-present,api-route,
add-product.ts,M,src/pages/api/marketplace/add-product.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace/add-product.ts,ea474652aafd5583a99ca77ac00db8226c447e87,ea474652aafd5583a99ca77ac00db8226c447e87,1,tracked-present,api-route,
create.ts,M,src/pages/api/marketplace/create.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace/create.ts,421de3e36cf2abcb8f5002a3e7b3a17deff2d232,421de3e36cf2abcb8f5002a3e7b3a17deff2d232,1,tracked-present,api-route,
order-confirmation.ts,A,src/pages/api/marketplace/order-confirmation.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace/order-confirmation.ts,665a1193d180d9c3c2bc79dda6bba8310d477416,665a1193d180d9c3c2bc79dda6bba8310d477416,1,tracked-present,api-route,
send.ts,M,src/pages/api/messages/send.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/messages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/messages/send.ts,421de3e36cf2abcb8f5002a3e7b3a17deff2d232,421de3e36cf2abcb8f5002a3e7b3a17deff2d232,1,tracked-present,api-route,
latest.ts,A|M,src/pages/api/opportunities/latest.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/opportunities/latest.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,api-route,
avatar.ts,M,src/pages/api/profile/avatar.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/profile,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/profile/avatar.ts,ea474652aafd5583a99ca77ac00db8226c447e87,ea474652aafd5583a99ca77ac00db8226c447e87,1,tracked-present,api-route,
add.ts,M,src/pages/api/savedjobs/add.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/savedjobs,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/savedjobs/add.ts,2512a12bc2796711c748ed0f7a015a333cc23c6d,2512a12bc2796711c748ed0f7a015a333cc23c6d,1,tracked-present,api-route,
webhook-handler.ts,M,src/pages/api/stripe/webhook-handler.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/stripe,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/stripe/webhook-handler.ts,c996a1b4d5b02b3b9dcfa65c245d234462072065,665a1193d180d9c3c2bc79dda6bba8310d477416,3,tracked-present,api-route,
opportunities.ts,A|M,src/pages/api/student-hub/opportunities.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/student-hub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/student-hub/opportunities.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,3,tracked-present,api-route,
create.ts,M,src/pages/api/support/create.ts,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/support/create.ts,2512a12bc2796711c748ed0f7a015a333cc23c6d,2512a12bc2796711c748ed0f7a015a333cc23c6d,1,tracked-present,api-route,
black-business-websites.tsx,M,src/pages/black-business-websites.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-business-websites.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,c996a1b4d5b02b3b9dcfa65c245d234462072065,1,tracked-present,page,
index.tsx,M,src/pages/black-card/index.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-card,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-card/index.tsx,fad902f66bdcfe6109e9e2cb2a5c85e0e958969b,fad902f66bdcfe6109e9e2cb2a5c85e0e958969b,1,tracked-present,page,
grants.tsx,M,src/pages/black-student-opportunities/grants.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/grants.tsx,8b3bf7e1a75cce14957622c317e0f331bf1ce358,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,page,
index.tsx,M,src/pages/black-student-opportunities/index.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/index.tsx,7845d42b64868b9c313efb79050ebaecccaf3c94,faff2cdfb6e556c8e8cbc5d35beececa74e16610,4,tracked-present,page,
internships.tsx,M,src/pages/black-student-opportunities/internships.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/internships.tsx,8b3bf7e1a75cce14957622c317e0f331bf1ce358,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,page,
mentorship.tsx,M,src/pages/black-student-opportunities/mentorship.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/mentorship.tsx,8b3bf7e1a75cce14957622c317e0f331bf1ce358,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,page,
scholarships.tsx,M,src/pages/black-student-opportunities/scholarships.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/scholarships.tsx,8b3bf7e1a75cce14957622c317e0f331bf1ce358,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2,tracked-present,page,
